Index	Verb	Class number	Subclass	Example lemma	Stem	Regularity	Initial segment	Regular category	Affix	Translation	Transitivity
2934	darupervil	4	Passive	daruper	zzvil	Regular	C	Passive	-vil		Intransitive
2935	darvil	4	Passive	dar	zzvil	Regular	C	Passive	-vil	To be carried, to be taken.	Intransitive
2936	dardɣnel	2		dardɣn	kaɣel	Regular	C	E-Class	-el	To disperse, to scatter, to dispel.	Transitive
2937	dardɣnvil	4	Passive	dardɣn	zzvil	Regular	C	Passive	-vil		Intransitive
2938	darralud͡zel	2		darralud͡z	kaɣel	Regular	C	E-Class	-el	To analyse.	Transitive
2939	darralud͡zvil	4	Passive	darralud͡z	zzvil	Regular	C	Passive	-vil	To decompose, to become decomposed.	Intransitive
2940	darpal	6		darp	gartal	Regular	C	A-Class	-al	To desire ardently, to long for, to sigh for, to be in love.	Transitive
2941	darpoɣel	2		darpoɣ	kaɣel	Regular	C	E-Class	-el	To celebrate, to announce, to proclaim.	Transitive
2942	dapagnal	20		dapag	niharnal	Regular	C	Inchoative	-nal	To become flat, to be flattened.	Intransitive
2943	dapagt͡snel	10	Basic	dapag	modet͡snel	Regular	C	Causative	-t͡snel	To flatten, to flat.	Transitive
2944	dapanel	2		dapan	kaɣel	Regular	C	E-Class	-el	To harrow.	Transitive
2945	dapel	2		dap	kaɣel	Regular	C	E-Class	-el	To ram, to harrow.	Transitive
2946	daknal	20		dak	niharnal	Regular	C	Inchoative	-nal	To get warm, to grow warm, to warm one's self.	Intransitive
2947	dakt͡snel	10	Basic	dak	modet͡snel	Regular	C	Causative	-t͡snel	To heat, to warm, to make warm, to excite, to inflame.	Transitive
2948	dkeɣnal	20		dkeɣ	niharnal	Regular	C	Inchoative	-nal	To grow ugly, to be disfigured, to become deformed.	Intransitive
2949	dkeɣt͡snel	10	Basic	dkeɣ	modet͡snel	Regular	C	Causative	-t͡snel	To make ugly, to disfigure, to put out of figure, to deform.	Transitive
2950	dearnakrel	2		dearnakr	kaɣel	Regular	C	E-Class	-el	To cross oneself, to sign with cross.	Transitive
2951	dearnakrvil	4	Passive	dearnakr	zzvil	Regular	C	Passive	-vil	To cross oneself.	Intransitive
2952	deɣal	6		deɣ	gartal	Regular	C	A-Class	-al	To rain, to fall, to drop down.	Transitive
2953	deɣahanel	2		deɣahan	kaɣel	Regular	C	E-Class	-el	To delocalize, to deport, to dislodge.	Transitive
2954	deɣat͡snel	10	Basic	deɣa	modet͡snel	Regular	C	Causative	-t͡snel	To shower down, to pour.	Transitive
2955	deɣaworel	2		deɣawor	kaɣel	Regular	C	E-Class	-el	To install, to induct, to set, to establish, to fix, to place.	Transitive
2956	deɣaworvil	4	Passive	deɣawor	zzvil	Regular	C	Passive	-vil	To find a place, to be placed, to establish one's self, to fix one's residence, to be set up in business.	Intransitive
2957	deɣapoxel	2		deɣapox	kaɣel	Regular	C	E-Class	-el	To displace, to change the place, to transfer, to transport, to convey, to move, to change the seat, to remove.	Transitive
2958	deɣapoxvil	4	Passive	deɣapox	zzvil	Regular	C	Passive	-vil		Intransitive
2959	deɣegakrel	2		deɣegakr	kaɣel	Regular	C	E-Class	-el	To report, to give an account of.	Transitive
2960	deɣeganal	20		deɣega	niharnal	Regular	C	Inchoative	-nal	To be informed of, to inquire, to be aware, to take information, to take knowledge, to take acquaintance.	Intransitive
2961	deɣegat͡snel	10	Basic	deɣega	modet͡snel	Regular	C	Causative	-t͡snel	To inform, to give information, to instruct, to acquaint with.	Transitive
2962	dent͡ʃal	6		dent͡ʃ	gartal	Regular	C	A-Class	-al	To wish, to desire, to envy, to covet, to burn for, to be inflamed with love.	Transitive
2963	desagt͡sil	4	Basic	desagt͡s	xosil	Regular	C	I-Class	-il	To have a meeting, to interview, to see, to visit each other, to visit one another.	Intransitive
2964	desnal	24	Bare imperative with theme -a-	des	desnal	Irregular	C		-nal	To see, to look at, to view, to perceive, to behold.	Transitive
2965	desnel	24	Bare imperative with theme -e-	des	desnel	Irregular	C		-nel	To see, to look at, to view, to perceive, to behold.	Transitive
2966	desnvil	4	Passive	desn	zzvil	Regular	C	Passive	-vil	To be seen, to appear, to interview; to be visible.	Intransitive
2967	dewaganat͡snel	10	Basic	dewagana	modet͡snel	Regular	C	Causative	-t͡snel		Transitive
2968	dewel	2		dew	kaɣel	Regular	C	E-Class	-el	To continue, to last, to endure.	Transitive
2969	dzzal	6		dzz	gartal	Regular	C	A-Class	-al	To buzz, to hum.	Transitive
2970	dʒkunil	4	Basic	dʒkun	xosil	Regular	C	I-Class	-il	To become discoloured, to grow pale, to turn pale, to become pale, to pale.	Intransitive
2971	diezeragalel	2		diezeragal	kaɣel	Regular	C	E-Class	-el	To subdue, to conquer the world.	Transitive
2972	diranal	20		dira	niharnal	Regular	C	Inchoative	-nal	To take possession of, to dominate, to possess one's self of, to have the mastery.	Intransitive
2973	dirabedel	2		dirabed	kaɣel	Regular	C	E-Class	-el	To dominate, to rule, to govern, to prevail over, to domineer over.	Transitive
2974	direl	2		dir	kaɣel	Regular	C	E-Class	-el	To master, to domineer, to lord, to subdue, to overcome, to reign over, to govern.	Transitive
2975	dxril	4	Basic	dxr	xosil	Regular	C	I-Class	-il	To grieve, to be sad, to be sorry, to become sorrowful, to yield to sorrow.	Intransitive
2976	dgaranal	20		dgara	niharnal	Regular	C	Inchoative	-nal	To become weak, unwell, infirm, to grow weak, to weaken, to become enfeebled, to lose strength, to languish.	Intransitive
2977	dgarat͡snel	10	Basic	dgara	modet͡snel	Regular	C	Causative	-t͡snel	To enfeeble, to weaken, to lessen, to debilitate, to attenuate, to render feeble.	Transitive
2978	dngel	2		dng	kaɣel	Regular	C	E-Class	-el	To plant, to set, to fix.	Transitive
2979	dndesel	2		dndes	kaɣel	Regular	C	E-Class	-el	To economize, to save, to husband, to manage, to regulate, to administer, to govern.	Transitive
2980	dndnal	6		dndn	gartal	Regular	C	A-Class	-al	To loiter, to dawdle, to trifle.	Intransitive
2981	dnkal	6		dnk	gartal	Regular	C	A-Class	-al		Intransitive
2982	dnorinel	2		dnorin	kaɣel	Regular	C	E-Class	-el	To dispose, to prepare, to order, to make ready, to dispense, to bestow, to decide, to administer, to manage, to settle.	Transitive
2983	dokorel	2		dokor	kaɣel	Regular	C	E-Class	-el	To imbibe, to imbue, to soak, to steep.	Transitive
2984	dokorvil	4	Passive	dokor	zzvil	Regular	C	Passive	-vil	To be impregnated, to soak, to imbibe.	Intransitive
2985	dogal	6		dog	gartal	Regular	C	A-Class	-al	To persist, to resist, to endure, to support, to bear, to suffer.	Intransitive
2986	doɣant͡sel	2		doɣant͡s	kaɣel	Regular	C	E-Class	-el		Intransitive
2987	dot͡ʃorel	2		dot͡ʃor	kaɣel	Regular	C	E-Class	-el	To burn.	Transitive
2988	dot͡ʃorvil	4	Passive	dot͡ʃor	zzvil	Regular	C	Passive	-vil		Intransitive
2989	doromel	2		dorom	kaɣel	Regular	C	E-Class	-el	To bloat, to puff up, to swell.	Transitive
2990	doromil	4	Basic	dorom	xosil	Regular	C	I-Class	-il	To puff up, to swell.	Intransitive
2991	dvajdil	4	Basic	dvajd	xosil	Regular	C	I-Class	-il	To suffer, to grieve at, to be vexed.	Intransitive
2992	dukanel	2		dukan	kaɣel	Regular	C	E-Class	-el	To compensate, to make up for.	Transitive
2993	duʒel	2		duʒ	kaɣel	Regular	C	E-Class	-el	To fine, to forfeit, to indemnify.	Transitive
2994	dopel	2		dop	kaɣel	Regular	C	E-Class	-el	To beat with a batlet; to trample underfoot, to ram.	Transitive
2995	dbakrel	2		dbakr	kaɣel	Regular	C	E-Class	-el	To print, to publish, to stamp, to punch.	Transitive
2996	dbaworel	2		dbawor	kaɣel	Regular	C	E-Class	-el		Transitive
2997	dbel	2		db	kaɣel	Regular	C	E-Class	-el	To print.	Transitive
2998	dbvil	4	Passive	db	zzvil	Regular	C	Passive	-vil	To be printed.	Intransitive
2999	drdral	6		drdr	gartal	Regular	C	A-Class	-al	To grunt, to growl, to grumble, to mutter.	Intransitive
3000	dramapanel	2		dramapan	kaɣel	Regular	C	E-Class	-el	To reason, to argue.	Intransitive
3001	dramatrel	2		dramatr	kaɣel	Regular	C	E-Class	-el	To dispose, to order, to prepare.	Transitive
3002	drizel	2		driz	kaɣel	Regular	C	E-Class	-el	To lace, to adorne with gold.	Transitive
3003	drohel	2		droh	kaɣel	Regular	C	E-Class	-el	To divide, to sort.	Transitive
3004	drorel	2		dror	kaɣel	Regular	C	E-Class	-el	To grind, to beat small, to dilute.	Transitive
3005	drorvil	4	Passive	dror	zzvil	Regular	C	Passive	-vil		Intransitive
3006	dropel	2		drop	kaɣel	Regular	C	E-Class	-el	To stamp on the ground, to trample or tread under foot, to palpitate.	Transitive
3007	drdmet͡snel	10	Basic	drdme	modet͡snel	Regular	C	Causative	-t͡snel	To grieve, to make sad, to pain, to cast down, to afflict.	Transitive
3008	drdmil	4	Basic	drdm	xosil	Regular	C	I-Class	-il	To be afflicted, to be sad, to grieve, to become sorrowful, to be sorry.	Intransitive
3009	drdnt͡ʃal	6		drdnt͡ʃ	gartal	Regular	C	A-Class	-al	To complain, to to grudge, to grumble, to murmur.	Intransitive
3010	dpel	2		dp	kaɣel	Regular	C	E-Class	-el	To buffet, to slap, to beat.	Transitive
3011	dkal	6		dk	gartal	Regular	C	A-Class	-al	To whine, to moan, to fret, to pule.	Intransitive
3012	dknil	4	Basic	dkn	xosil	Regular	C	I-Class	-il	To sit up, to attend, to take care, to look after.	Transitive
3013	donel	2		don	kaɣel	Regular	C	E-Class	-el	To keep holiday, to solemnize, to feast, to celebrate, to observe a holiday.	Transitive
3014	raxanal	20		raxa	niharnal	Regular	C	Inchoative	-nal	To be merry, to rejoice, to be delighted.	Intransitive
3016	t͡satel	2		t͡sat	kaɣel	Regular	C	E-Class	-el	To dawn, to break, to appear.	Intransitive
3017	t͡sad͡znal	20		t͡sad͡z	niharnal	Regular	C	Inchoative	-nal	To become low, to grow low, to subside, to abate, to decline, to go down, to humble one's self.	Intransitive
3018	t͡sad͡zt͡snel	10	Basic	t͡sad͡z	modet͡snel	Regular	C	Causative	-t͡snel	To lower, to let down, to stoop, to debase.	Transitive
3019	t͡samket͡snel	10	Basic	t͡samke	modet͡snel	Regular	C	Causative	-t͡snel	To desiccate, to drain, to dry up.	Transitive
3020	t͡samkil	4	Basic	t͡samk	xosil	Regular	C	I-Class	-il	To dry up, to wither, to waste away.	Intransitive
3021	t͡sajel	2		t͡saj	kaɣel	Regular	C	E-Class	-el	To water linen in cold water, to rinse.	Transitive
3022	t͡sajdel	2		t͡sajd	kaɣel	Regular	C	E-Class	-el	To gush, to spout, to spurt, to gush out, to issue forth suddenly.	Intransitive
3023	t͡sajdet͡snel	10	Basic	t͡sajde	modet͡snel	Regular	C	Causative	-t͡snel	To spurt out, to make to gush.	Transitive
3024	t͡sanel	2		t͡san	kaɣel	Regular	C	E-Class	-el	To sow (ground), to scatter, to spread, to sprinkle, to strew, to besprinkle.	Transitive
3025	t͡sangakrel	2		t͡sangakr	kaɣel	Regular	C	E-Class	-el	To catalogue.	Transitive
3026	t͡sangal	6		t͡sang	gartal	Regular	C	A-Class	-al	To desire, to wish, to envy, to covet, to long for.	Transitive
3027	t͡sadgel	2		t͡sadg	kaɣel	Regular	C	E-Class	-el	To gush, to spout, to gush out, to cut a caper.	Transitive
3028	t͡sadget͡snel	10	Basic	t͡sadge	modet͡snel	Regular	C	Causative	-t͡snel	To gush, to spout, to spurt.	Transitive
3029	t͡sadgrdel	2		t͡sadgrd	kaɣel	Regular	C	E-Class	-el	To hop, to jump, to skip, to jump about.	Intransitive
3030	t͡sawagt͡sil	4	Basic	t͡sawagt͡s	xosil	Regular	C	I-Class	-il	To condole, to pity, to compassionate, to commiserate.	Both
3031	t͡sawil	4	Basic	t͡saw	zzvil	Regular	C	Basic	-il	To suffer pain, to be sorry, to be in pain, to feel pain, to pity, to regret, to sympathize with, to compassionate.	Intransitive
3032	t͡sawt͡snel	10	Basic	t͡saw	modet͡snel	Regular	C	Causative	-t͡snel		Transitive
3033	t͡sakanel	2		t͡sakan	kaɣel	Regular	C	E-Class	-el	To scarify, to harrow.	Transitive
3034	t͡selel	2		t͡sel	kaɣel	Regular	C	E-Class	-el	To rend, to cleave, to break, to split.	Transitive
3035	t͡sgnil	4	Basic	t͡sgn	xosil	Regular	C	I-Class	-il	To pup, to cub, to litter (of animals).	Intransitive
3036	t͡sntet͡snel	10	Basic	t͡snte	modet͡snel	Regular	C	Causative	-t͡snel	To volatilize, to evaporate, to dissipate, to disperse, to exhale.	Transitive
3037	t͡sntil	4	Basic	t͡snt	xosil	Regular	C	I-Class	-il	To vanish, to be volatilized, to be exhaled, to be evaporated, to dote.	Intransitive
3038	t͡snd͡zal	6		t͡snd͡z	gartal	Regular	C	A-Class	-al	To leap for joy, to be merry, to rejoice, to enjoy one's self, to be full of merriment, to be transported with happiness.	Transitive
3039	t͡sngnil	4	Basic	t͡sngn	xosil	Regular	C	I-Class	-il	To pup, to cub, to litter.	Intransitive
3040	t͡snoril	4	Basic	t͡snor	xosil	Regular	C	I-Class	-il	To rave, to become delirious, to be crazy, to fall into a revery.	Intransitive
3041	t͡snt͡sel	2		t͡snt͡s	kaɣel	Regular	C	E-Class	-el	To shake, to jolt, to jog, to shock, to throw off.	Transitive
3042	t͡solal	6		t͡sol	gartal	Regular	C	A-Class	-al		Intransitive
3043	t͡solanal	20		t͡sola	niharnal	Regular	C	Inchoative	-nal	To reflect, to be reflected, to flash, to cast a reflection.	Intransitive
3044	t͡solat͡snel	10	Basic	t͡sola	modet͡snel	Regular	C	Causative	-t͡snel	To reflect, to throw back, to reverberate, to make to flash.	Transitive
3045	t͡sut͡satrel	2		t͡sut͡satr	kaɣel	Regular	C	E-Class	-el	To expose.	Transitive
3046	t͡sut͡sagakrel	2		t͡sut͡sagakr	kaɣel	Regular	C	E-Class	-el	To inventory, to schedule, to catalogue.	Transitive
3047	t͡sut͡snel	10	Basic	t͡su	modet͡snel	Regular	C	Causative	-t͡snel	To show, to indicate, to point out, to exhibit, to let see, to prove, to demonstrate, to give proofs.	Transitive
3048	t͡srel	2		t͡sr	kaɣel	Regular	C	E-Class	-el	To break away, to subvert, to disperse, to scatter.	Transitive
3049	t͡srvel	2		t͡sru	kaɣel	Regular	C	E-Class	-el	To disperse, to dispel, to scatter, to dispread, to disseminate, to strew about.	Transitive
3050	t͡srvil	4	Passive	t͡sr	zzvil	Regular	C	Passive	-vil	To be dispersed, to be scattered, to spread about, to divert, to dispel, to be dispelled, to be dissipated.	Intransitive
3051	t͡srdanal	20		t͡srda	niharnal	Regular	C	Inchoative	-nal	To cool, to become cold, to grow cold, to grow cool; to catch cold.	Intransitive
3052	t͡srdat͡snel	10	Basic	t͡srda	modet͡snel	Regular	C	Causative	-t͡snel	To cool, to chill, to freeze.	Transitive
3053	t͡srdel	2		t͡srd	kaɣel	Regular	C	E-Class	-el		Intransitive
3054	t͡st͡sel	2		t͡st͡s	kaɣel	Regular	C	E-Class	-el	To thrust down, to drive in, to break in, to sink to the bottom.	Transitive
3055	t͡st͡svil	4	Passive	t͡st͡s	zzvil	Regular	C	Passive	-vil	To stand erect, to bristle up, to stand on end, to sprout, to pullulate.	Intransitive
3056	t͡soɣel	2		t͡soɣ	kaɣel	Regular	C	E-Class	-el	To bedew, to wet, to sprinkle, to water.	Intransitive
3057	t͡soɣvel	2		t͡soɣu	kaɣel	Regular	C	E-Class	-el	To rinse, to wash, to cleanse.	Transitive
3058	pattel	2		patt	kaɣel	Regular	C	E-Class	-el	To wrap up, to envelop, to do up, to pack up, to make up into a bundle.	Transitive
3059	pattvil	4	Passive	patt	zzvil	Regular	C	Passive	-vil		Intransitive
3060	palplil	4	Basic	palpl	xosil	Regular	C	I-Class	-il	To sparkle, to scintillate, to twinkle.	Intransitive
3061	paxil	44		pax	tbil	Irregular	C		-il	To escape, to get away, to run away, to fly, to take flight, to desert, to fly off.	Intransitive
3062	paxt͡ʃil	26		pax	tbt͡ʃil	Irregular	C		-t͡ʃil	To escape, to get away, to run away, to fly, to take flight, to desert, to fly off.	Intransitive
3063	paxt͡snel	10	Basic	pax	modet͡snel	Regular	C	Causative	-t͡snel	To make to flee, to turn away, to put to flight, to run away, to miss.	Transitive
3064	pagel	2		pag	kaɣel	Regular	C	E-Class	-el	To shut, to close, to lock, to enclose, to fence in, to conclude, to foreclose.	Transitive
3065	pagil	44		pag	tbil	Irregular	C		-il		Intransitive
3066	pagvil	4	Passive	pag	zzvil	Regular	C	Passive	-vil	To be closed, to be locked, to be shut in.	Intransitive
3067	pagt͡ʃil	26		pag	tbt͡ʃil	Irregular	C		-t͡ʃil	To stick to, to fit tight, to adhere.	Intransitive
3068	pagt͡snel	10	Basic	pag	modet͡snel	Regular	C	Causative	-t͡snel	To paste, to glue, to stick together, to fasten, to fix, to attach, to join, to apply, to affix.	Transitive
3069	paɣaɣel	2		paɣaɣ	kaɣel	Regular	C	E-Class	-el	To devour, to eat up, to destroy, to consume.	Transitive
3070	paɣakʃel	2		paɣakʃ	kaɣel	Regular	C	E-Class	-el	To caress, to cajole, to coax, to wheedle.	Transitive
3071	paɣpil	4	Basic	paɣp	xosil	Regular	C	I-Class	-il	To shine brightly, to be resplendent.	Intransitive
3072	pajel	2		paj	kaɣel	Regular	C	E-Class	-el		Transitive
3073	pajladagel	2		pajladag	kaɣel	Regular	C	E-Class	-el	To lighten, to sparkle, to flash.	Intransitive
3074	pajlet͡snel	10	Basic	pajle	modet͡snel	Regular	C	Causative	-t͡snel	To make to shine, to glitter, to polish, to give a lustre, to brighten.	Transitive
3075	pajlil	4	Basic	pajl	xosil	Regular	C	I-Class	-il	To shine, to sparkle, to glitter, to glisten.	Intransitive
3076	pajlplil	4	Basic	pajlpl	xosil	Regular	C	I-Class	-il	To be chatoyant, to flash iridescent hues.	Intransitive
3077	pajdanal	20		pajda	niharnal	Regular	C	Inchoative	-nal	To become wood, to become torpid, to grow stiff, to stiffen.	Intransitive
3078	pajpajel	2		pajpaj	kaɣel	Regular	C	E-Class	-el	To caress, to coax, to wheedle, to cajole, to flatter.	Transitive
3079	parapanel	2		parapan	kaɣel	Regular	C	E-Class	-el	To glorify, to give glory to, to praise, to doxologize, to laud.	Transitive
3080	paraworel	2		parawor	kaɣel	Regular	C	E-Class	-el	To glorify, to give glory to, to render honour.	Transitive
3081	pasdargel	2		pasdarg	kaɣel	Regular	C	E-Class	-el		Intransitive
3082	pasdel	2		pasd	kaɣel	Regular	C	E-Class	-el		Transitive
3083	paradel	2		parad	kaɣel	Regular	C	E-Class	-el	To dissipate, to disperse, to dispel, to avert, to make to disappear, to do away with.	Transitive
3084	paradil	4	Basic	parad	xosil	Regular	C	I-Class	-il	To divert, to recreate one's self, to be dispersed, to be dispelled, to disappear.	Intransitive
3085	parel	2		par	kaɣel	Regular	C	E-Class	-el	To embrace, to include, to contain.	Transitive
3086	paril	4	Basic	par	xosil	Regular	C	I-Class	-il	To embrace, to cling to, to hug one's self, to clasp in one's arms.	Transitive
3087	papakil	4	Basic	papak	xosil	Regular	C	I-Class	-il		Transitive
3088	ped͡ʒegel	2		ped͡ʒeg	kaɣel	Regular	C	E-Class	-el	To bark, to peel, to strip, to scale, to pare.	Transitive
3089	peregel	2		pereg	kaɣel	Regular	C	E-Class	-el	To cleave, to split, to crack, to rend.	Transitive
3090	peregil	4	Basic	pereg	xosil	Regular	C	I-Class	-il		Intransitive
3091	peregdel	2		peregd	kaɣel	Regular	C	E-Class	-el		Transitive
3092	peregdil	4	Basic	peregd	xosil	Regular	C	I-Class	-il	To chap, to crack, to split, to rive.	Intransitive
3093	pesajanal	20		pesaja	niharnal	Regular	C	Inchoative	-nal	To marry, to espouse, to take up.	Intransitive
3094	pesajat͡snel	10	Basic	pesaja	modet͡snel	Regular	C	Causative	-t͡snel	To marry, to espouse, to embrace.	Transitive
3095	pedel	2		ped	kaɣel	Regular	C	E-Class	-el	To pull out, to pluck out, to depilate.	Transitive
3096	peddel	2		pedd	kaɣel	Regular	C	E-Class	-el	To pull out, to pluck out, to depilate.	Transitive
3097	pertel	2		pert	kaɣel	Regular	C	E-Class	-el	To tatter, to tear, to split.	Transitive
